x y vx vy mass charge
-20.3683 -21.28 0.151746 0.0462571 1 -0.01
-19.3984 -20.72 -0.38486 -0.33954 1 0.01
-18.4285 -21.28 -0.270613 -0.0789092 1 -0.01
-17.4586 -20.72 0.377159 0.192037 1 0.01
-16.4886 -21.28 -0.00438394 -0.495377 1 -0.01
-15.5187 -20.72 0.107145 0.268607 1 0.01
-14.5488 -21.28 0.0587789 0.293886 1 -0.01
-13.5789 -20.72 0.255497 0.436859 1 0.01
-12.609 -21.28 0.448252 -0.214673 1 -0.01
-11.639 -20.72 0.476588 0.230884 1 0.01
-10.6691 -21.28 0.254082 -0.146059 1 -0.01
-9.6992 -20.72 -0.265644 0.461509 1 0.01
-8.72928 -21.28 -0.218312 -0.364155 1 -0.01
-7.75936 -20.72 0.218451 -0.0967751 1 0.01
-6.78944 -21.28 0.0846099 -0.0857515 1 -0.01
-5.81952 -20.72 0.0617488 0.420217 1 0.01
-4.8496 -21.28 0.019058 0.215239 1 -0.01
-3.87968 -20.72 0.427265 -0.294303 1 0.01
-2.90976 -21.28 0.0763152 0.00315442 1 -0.01
-1.93984 -20.72 -0.0303857 0.196189 1 0.01
-0.96992 -21.28 -0.0959561 0.0518107 1 -0.01
0 -20.72 -0.113285 -0.240283 1 0.01
0.96992 -21.28 0.302785 -0.237982 1 -0.01
1.93984 -20.72 -0.0208929 0.0488334 1 0.01
2.90976 -21.28 -0.432231 -0.236567 1 -0.01
3.87968 -20.72 0.298007 -0.0147499 1 0.01
4.8496 -21.28 0.290397 -0.183579 1 -0.01
5.81952 -20.72 -0.426046 -0.295795 1 0.01
6.78944 -21.28 0.065795 0.0864906 1 -0.01
7.75936 -20.72 0.458706 0.449953 1 0.01
8.72928 -21.28 -0.502981 0.085101 1 -0.01
9.6992 -20.72 0.495539 -0.045897 1 0.01
10.6691 -21.28 0.261417 0.175614 1 -0.01
11.639 -20.72 0.190692 -0.100334 1 0.01
12.609 -21.28 -0.270089 -0.497159 1 -0.01
13.5789 -20.72 -0.265426 -0.194874 1 0.01
14.5488 -21.28 -0.165552 -0.366628 1 -0.01
15.5187 -20.72 -0.0868323 -0.403957 1 0.01
16.4886 -21.28 -0.468664 -0.47685 1 -0.01
17.4586 -20.72 -0.344039 0.0958623 1 0.01
18.4285 -21.28 0.0496217 0.237687 1 -0.01
19.3984 -20.72 0.282449 0.361319 1 0.01
20.3683 -21.28 0.26377 0.14744 1 -0.01
21.3382 -20.72 -0.373323 -0.500512 1 0.01
22.3082 -21.28 0.382236 -0.211357 1 -0.01
23.2781 -20.72 0.327174 -0.0354909 1 0.01
-24.248 -20.16 -0.43238 0.384985 1 -0.01
-23.2781 -19.6 -0.0574216 0.374042 1 0.01
-22.3082 -20.16 0.348528 -0.363616 1 -0.01
-21.3382 -19.6 -0.0725779 -0.0754103 1 0.01
-20.3683 -20.16 0.30925 0.271553 1 -0.01
-19.3984 -19.6 0.433223 0.158225 1 0.01
-18.4285 -20.16 -0.0297873 0.306976 1 -0.01
-17.4586 -19.6 0.105406 0.117815 1 0.01
-16.4886 -20.16 0.476121 -0.304331 1 -0.01
-15.5187 -19.6 0.0738451 -0.313674 1 0.01
-14.5488 -20.16 0.253341 0.296513 1 -0.01
-13.5789 -19.6 -0.273901 -0.41202 1 0.01
-12.609 -20.16 0.0626297 -0.233184 1 -0.01
-11.639 -19.6 -0.167105 -0.0156835 1 0.01
-10.6691 -20.16 0.209251 -0.344122 1 -0.01
-9.6992 -19.6 -0.239403 -0.278899 1 0.01
-8.72928 -20.16 -0.162536 0.187951 1 -0.01
-7.75936 -19.6 0.244029 0.279689 1 0.01
-6.78944 -20.16 -0.189926 0.021366 1 -0.01
-5.81952 -19.6 0.467197 0.430268 1 0.01
-4.8496 -20.16 0.160359 0.225286 1 -0.01
-3.87968 -19.6 0.480805 0.293994 1 0.01
-2.90976 -20.16 0.182238 0.0766045 1 -0.01
-1.93984 -19.6 0.328684 -0.332024 1 0.01
-0.96992 -20.16 -0.192834 -0.316447 1 -0.01
0 -19.6 0.0322075 0.0430033 1 0.01
0.96992 -20.16 -0.314735 0.359392 1 -0.01
1.93984 -19.6 -0.306442 -0.295887 1 0.01
2.90976 -20.16 0.422375 0.041198 1 -0.01
3.87968 -19.6 -0.273232 -0.0609188 1 0.01
4.8496 -20.16 -0.436779 -0.182233 1 -0.01
5.81952 -19.6 -0.245997 -0.148861 1 0.01
6.78944 -20.16 0.371018 0.36891 1 -0.01
7.75936 -19.6 -0.298982 -0.130529 1 0.01
8.72928 -20.16 -0.0913571 0.299826 1 -0.01
9.6992 -19.6 0.49154 -0.25935 1 0.01
10.6691 -20.16 0.11317 0.373699 1 -0.01
11.639 -19.6 0.118981 0.169761 1 0.01
12.609 -20.16 0.000220923 0.344176 1 -0.01
13.5789 -19.6 -0.44861 -0.329695 1 0.01
14.5488 -20.16 0.474605 0.0350731 1 -0.01
15.5187 -19.6 -0.148521 -0.243135 1 0.01
16.4886 -20.16 -0.31404 0.477374 1 -0.01
17.4586 -19.6 -0.165581 -0.16467 1 0.01
18.4285 -20.16 0.268218 -0.00253524 1 -0.01
19.3984 -19.6 0.330099 0.183553 1 0.01
20.3683 -20.16 -0.184927 0.299727 1 -0.01
21.3382 -19.6 0.317016 -0.425266 1 0.01
22.3082 -20.16 0.188551 -0.407429 1 -0.01
23.2781 -19.6 -0.104911 0.176118 1 0.01
-24.248 -19.04 0.448296 0.366986 1 -0.01
-23.2781 -18.48 0.214175 -0.126834 1 0.01
-22.3082 -19.04 -0.454726 -0.149417 1 -0.01
-21.3382 -18.48 -0.500274 0.400602 1 0.01
-20.3683 -19.04 0.168307 -0.179668 1 -0.01
-19.3984 -18.48 0.421526 -0.427712 1 0.01
-18.4285 -19.04 -0.137407 -0.388382 1 -0.01
-17.4586 -18.48 0.0639147 0.0464278 1 0.01
-16.4886 -19.04 0.0646457 -0.39469 1 -0.01
-15.5187 -18.48 0.407233 0.291432 1 0.01
-14.5488 -19.04 0.30623 -0.407801 1 -0.01
-13.5789 -18.48 0.0531655 -0.136867 1 0.01
-12.609 -19.04 0.239022 -0.0451988 1 -0.01
-11.639 -18.48 0.26291 0.425045 1 0.01
-10.6691 -19.04 -0.409323 0.0325155 1 -0.01
-9.6992 -18.48 0.24553 -0.423858 1 0.01
-8.72928 -19.04 0.1661 0.286435 1 -0.01
-7.75936 -18.48 -0.160219 0.0602109 1 0.01
-6.78944 -19.04 0.354147 0.338529 1 -0.01
-5.81952 -18.48 0.334837 -0.163314 1 0.01
-4.8496 -19.04 0.144266 0.115156 1 -0.01
-3.87968 -18.48 0.19237 -0.418738 1 0.01
-2.90976 -19.04 -0.0331762 0.134208 1 -0.01
-1.93984 -18.48 0.133937 0.349307 1 0.01
-0.96992 -19.04 0.317822 0.120635 1 -0.01
0 -18.48 0.203323 -0.0978672 1 0.01
0.96992 -19.04 -0.251947 -0.0917513 1 -0.01
1.93984 -18.48 -0.108154 0.116951 1 0.01
2.90976 -19.04 0.18794 0.485965 1 -0.01
3.87968 -18.48 0.104866 -0.194401 1 0.01
4.8496 -19.04 -0.00469491 -0.412195 1 -0.01
5.81952 -18.48 -0.302751 0.270376 1 0.01
6.78944 -19.04 -0.105197 -0.203237 1 -0.01
7.75936 -18.48 -0.412695 -0.446298 1 0.01
8.72928 -19.04 -0.254344 0.217237 1 -0.01
9.6992 -18.48 0.338482 -0.390338 1 0.01
10.6691 -19.04 0.0712024 0.396748 1 -0.01
11.639 -18.48 -0.0636777 -0.421508 1 0.01
12.609 -19.04 0.424966 0.475773 1 -0.01
13.5789 -18.48 -0.2127 -0.0135263 1 0.01
14.5488 -19.04 -0.377707 0.0281863 1 -0.01
15.5187 -18.48 0.351213 0.110337 1 0.01
16.4886 -19.04 -0.137627 0.0360268 1 -0.01
17.4586 -18.48 0.0673447 -0.264574 1 0.01
18.4285 -19.04 0.205345 0.46054 1 -0.01
19.3984 -18.48 -0.163249 0.323283 1 0.01
20.3683 -19.04 0.00838424 -0.0188567 1 -0.01
21.3382 -18.48 -0.203215 0.27269 1 0.01
22.3082 -19.04 0.484113 -0.30408 1 -0.01
23.2781 -18.48 0.154912 0.259697 1 0.01
-24.248 -17.92 -0.351412 -0.054499 1 -0.01
-23.2781 -17.36 -0.0936843 0.328363 1 0.01
-22.3082 -17.92 -0.275473 -0.203982 1 -0.01
-21.3382 -17.36 0.236164 -0.116381 1 0.01
-20.3683 -17.92 0.158405 0.307266 1 -0.01
-19.3984 -17.36 0.0732658 -0.0382757 1 0.01
-18.4285 -17.92 -0.308946 0.0545609 1 -0.01
-17.4586 -17.36 -0.182327 0.0370656 1 0.01
-16.4886 -17.92 0.149205 0.470835 1 -0.01
-15.5187 -17.36 -0.143094 0.363708 1 0.01
-14.5488 -17.92 0.394175 -0.486619 1 -0.01
-13.5789 -17.36 0.291112 0.250051 1 0.01
-12.609 -17.92 0.123368 0.0311465 1 -0.01
-11.639 -17.36 -0.361811 0.153734 1 0.01
-10.6691 -17.92 0.183529 0.0106477 1 -0.01
-9.6992 -17.36 -0.291122 0.176971 1 0.01
-8.72928 -17.92 0.405333 0.473252 1 -0.01
-7.75936 -17.36 -0.172505 -0.398647 1 0.01
-6.78944 -17.92 -0.127038 -0.128297 1 -0.01
-5.81952 -17.36 0.00368388 -0.0224203 1 0.01
-4.8496 -17.92 0.11331 -0.299228 1 -0.01
-3.87968 -17.36 0.307605 -0.104621 1 0.01
-2.90976 -17.92 -0.333008 -0.389 1 -0.01
-1.93984 -17.36 -0.191244 0.00187336 1 0.01
-0.96992 -17.92 -0.323686 0.355832 1 -0.01
0 -17.36 -0.170953 -0.0953676 1 0.01
0.96992 -17.92 -0.24863 0.439654 1 -0.01
1.93984 -17.36 -0.31889 0.18521 1 0.01
2.90976 -17.92 0.309193 0.124655 1 -0.01
3.87968 -17.36 -0.465235 -0.123464 1 0.01
4.8496 -17.92 0.313236 0.339905 1 -0.01
5.81952 -17.36 -0.377106 0.237838 1 0.01
6.78944 -17.92 -0.335001 0.376493 1 -0.01
7.75936 -17.36 0.2144 0.175427 1 0.01
8.72928 -17.92 -0.428398 0.161357 1 -0.01
9.6992 -17.36 0.187397 -0.0379116 1 0.01
10.6691 -17.92 0.113938 0.184602 1 -0.01
11.639 -17.36 0.248623 0.168881 1 0.01
12.609 -17.92 -0.498618 0.0647859 1 -0.01
13.5789 -17.36 -0.443298 0.3102 1 0.01
14.5488 -17.92 0.20129 0.43172 1 -0.01
15.5187 -17.36 0.317471 -0.153019 1 0.01
16.4886 -17.92 0.493542 0.0168309 1 -0.01
17.4586 -17.36 -0.358287 -0.0602339 1 0.01
18.4285 -17.92 0.289511 -0.0412886 1 -0.01
19.3984 -17.36 -0.491435 0.161109 1 0.01
20.3683 -17.92 0.0423517 0.392429 1 -0.01
21.3382 -17.36 -0.330145 0.242386 1 0.01
22.3082 -17.92 0.398713 0.362244 1 -0.01
23.2781 -17.36 0.0594897 -0.0876971 1 0.01
-24.248 -16.8 -0.0823188 -0.279635 1 -0.01
-23.2781 -16.24 0.404972 -0.315321 1 0.01
-22.3082 -16.8 -0.499683 -0.281261 1 -0.01
-21.3382 -16.24 0.0117374 0.402997 1 0.01
-20.3683 -16.8 -0.266311 -0.0225528 1 -0.01
-19.3984 -16.24 0.364445 -0.209723 1 0.01
-18.4285 -16.8 0.487477 -0.00276805 1 -0.01
-17.4586 -16.24 0.239069 0.1701 1 0.01
-16.4886 -16.8 -0.0612573 -0.427235 1 -0.01
-15.5187 -16.24 0.396801 -0.464016 1 0.01
-14.5488 -16.8 -0.0149945 -0.503857 1 -0.01
-13.5789 -16.24 -0.460589 0.289727 1 0.01
-12.609 -16.8 -0.190113 -0.350107 1 -0.01
-11.639 -16.24 -0.265891 -0.0560661 1 0.01
-10.6691 -16.8 0.337283 -0.326688 1 -0.01
-9.6992 -16.24 0.150781 0.185963 1 0.01
-8.72928 -16.8 -0.0577662 -0.33986 1 -0.01
-7.75936 -16.24 0.228184 -0.508098 1 0.01
-6.78944 -16.8 0.115091 0.319091 1 -0.01
-5.81952 -16.24 0.134358 -0.344249 1 0.01
-4.8496 -16.8 0.444605 0.0252729 1 -0.01
-3.87968 -16.24 0.294273 0.259711 1 0.01
-2.90976 -16.8 -0.00829327 0.200204 1 -0.01
-1.93984 -16.24 0.041985 0.165708 1 0.01
-0.96992 -16.8 0.140046 -0.291642 1 -0.01
0 -16.24 0.338599 0.126695 1 0.01
0.96992 -16.8 -0.00455242 0.329131 1 -0.01
1.93984 -16.24 -0.337758 0.0986522 1 0.01
2.90976 -16.8 0.408864 -0.284808 1 -0.01
3.87968 -16.24 0.394004 -0.264318 1 0.01
4.8496 -16.8 0.120584 -0.415873 1 -0.01
5.81952 -16.24 -0.480718 -0.247413 1 0.01
6.78944 -16.8 0.147058 0.248046 1 -0.01
7.75936 -16.24 0.359962 -0.129134 1 0.01
8.72928 -16.8 0.176024 0.318593 1 -0.01
9.6992 -16.24 -0.426746 -0.136422 1 0.01
10.6691 -16.8 -0.124804 -0.334405 1 -0.01
11.639 -16.24 -0.192433 -0.0995821 1 0.01
12.609 -16.8 -0.091923 -0.0368835 1 -0.01
13.5789 -16.24 -0.233877 0.105333 1 0.01
14.5488 -16.8 0.450478 0.00985938 1 -0.01
15.5187 -16.24 0.161905 -0.193519 1 0.01
16.4886 -16.8 0.165143 0.375332 1 -0.01
17.4586 -16.24 0.399321 0.113009 1 0.01
18.4285 -16.8 0.29134 -0.302433 1 -0.01
19.3984 -16.24 -0.18212 -0.435553 1 0.01
20.3683 -16.8 0.343517 0.077825 1 -0.01
21.3382 -16.24 0.0989302 0.0329888 1 0.01
22.3082 -16.8 -0.156696 0.315023 1 -0.01
23.2781 -16.24 -0.176335 0.319203 1 0.01
-24.248 -15.68 -0.465998 -0.397389 1 -0.01
-23.2781 -15.12 0.306122 0.252358 1 0.01
-22.3082 -15.68 -0.0780931 0.06047 1 -0.01
-21.3382 -15.12 0.182461 -0.0846639 1 0.01
-20.3683 -15.68 0.191961 0.278922 1 -0.01
-19.3984 -15.12 -0.428461 0.380348 1 0.01
-18.4285 -15.68 0.0633726 -0.473862 1 -0.01
-17.4586 -15.12 -0.208892 -0.179703 1 0.01
-16.4886 -15.68 0.0859275 0.130956 1 -0.01
-15.5187 -15.12 0.243463 -0.363787 1 0.01
-14.5488 -15.68 0.122837 -0.0564176 1 -0.01
-13.5789 -15.12 -0.266451 -0.195228 1 0.01
-12.609 -15.68 -0.273752 -0.383139 1 -0.01
-11.639 -15.12 -0.381513 -0.377224 1 0.01
-10.6691 -15.68 0.0874901 -0.256597 1 -0.01
-9.6992 -15.12 -0.334877 -0.483014 1 0.01
-8.72928 -15.68 -0.104687 0.35402 1 -0.01
-7.75936 -15.12 0.125924 -0.117311 1 0.01
-6.78944 -15.68 0.0939809 0.221975 1 -0.01
-5.81952 -15.12 -0.250109 0.0874266 1 0.01
-4.8496 -15.68 0.0448978 0.0216906 1 -0.01
-3.87968 -15.12 0.0376234 -0.250027 1 0.01
-2.90976 -15.68 0.397434 0.472405 1 -0.01
-1.93984 -15.12 -0.471504 0.132695 1 0.01
-0.96992 -15.68 -0.2981 -0.329178 1 -0.01
0 -15.12 0.204023 0.391245 1 0.01
0.96992 -15.68 0.324997 0.0450432 1 -0.01
1.93984 -15.12 0.0938969 0.170652 1 0.01
2.90976 -15.68 0.183735 -0.0911487 1 -0.01
3.87968 -15.12 -0.204741 -0.0936278 1 0.01
4.8496 -15.68 -0.199302 0.442511 1 -0.01
5.81952 -15.12 0.215713 -0.363887 1 0.01
6.78944 -15.68 -0.371994 0.222381 1 -0.01
7.75936 -15.12 0.0607592 0.230818 1 0.01
8.72928 -15.68 -0.248945 0.31901 1 -0.01
9.6992 -15.12 0.259626 -0.391389 1 0.01
10.6691 -15.68 -0.219317 0.361248 1 -0.01
11.639 -15.12 0.0125848 -0.340921 1 0.01
12.609 -15.68 -0.19075 0.272133 1 -0.01
13.5789 -15.12 -0.0161872 0.366722 1 0.01
14.5488 -15.68 0.380482 -0.0957011 1 -0.01
15.5187 -15.12 -0.0407562 0.475122 1 0.01
16.4886 -15.68 -0.182933 -0.0981665 1 -0.01
17.4586 -15.12 0.000597654 0.204959 1 0.01
18.4285 -15.68 -0.448121 0.24763 1 -0.01
19.3984 -15.12 -0.0730985 0.123001 1 0.01
20.3683 -15.68 -0.0902904 0.134524 1 -0.01
21.3382 -15.12 -0.258459 0.134058 1 0.01
22.3082 -15.68 -0.176933 0.410843 1 -0.01
23.2781 -15.12 -0.0624314 -0.322087 1 0.01
-24.248 -14.56 0.310356 -0.402097 1 -0.01
-23.2781 -14 -0.239217 0.0614603 1 0.01
-22.3082 -14.56 0.0776718 -0.152901 1 -0.01
-21.3382 -14 -0.0438984 0.165616 1 0.01
-20.3683 -14.56 -0.37561 0.278337 1 -0.01
-19.3984 -14 -0.459361 -0.033179 1 0.01
-18.4285 -14.56 -0.216289 0.164457 1 -0.01
-17.4586 -14 -0.289472 0.214408 1 0.01
-16.4886 -14.56 -0.237758 -0.0161623 1 -0.01
-15.5187 -14 -0.131581 -0.29428 1 0.01
-14.5488 -14.56 0.482664 0.346029 1 -0.01
-13.5789 -14 -0.361492 -0.0105073 1 0.01
-12.609 -14.56 -0.422646 -0.131225 1 -0.01
-11.639 -14 0.339167 -0.368469 1 0.01
-10.6691 -14.56 -0.501043 0.477386 1 -0.01
-9.6992 -14 0.220093 0.057503 1 0.01
-8.72928 -14.56 0.27862 -0.144528 1 -0.01
-7.75936 -14 -0.168101 0.120729 1 0.01
-6.78944 -14.56 0.255065 -0.445689 1 -0.01
-5.81952 -14 0.25971 0.316616 1 0.01
-4.8496 -14.56 0.315795 -0.315956 1 -0.01
-3.87968 -14 0.407335 0.399496 1 0.01
-2.90976 -14.56 0.474472 -0.205713 1 -0.01
-1.93984 -14 0.240621 0.0358171 1 0.01
-0.96992 -14.56 0.482512 0.384572 1 -0.01
0 -14 0.381821 -0.362805 1 0.01
0.96992 -14.56 -0.369995 0.233138 1 -0.01
1.93984 -14 0.107185 0.258365 1 0.01
2.90976 -14.56 0.0968337 -0.152332 1 -0.01
3.87968 -14 0.468449 0.300387 1 0.01
4.8496 -14.56 0.470539 -0.483395 1 -0.01
5.81952 -14 -0.312175 -0.0410023 1 0.01
6.78944 -14.56 -0.419396 -0.013138 1 -0.01
7.75936 -14 -0.0760976 -0.160464 1 0.01
8.72928 -14.56 -0.481957 -0.455097 1 -0.01
9.6992 -14 0.379119 0.223803 1 0.01
10.6691 -14.56 -0.478728 0.343026 1 -0.01
11.639 -14 0.342833 -0.276304 1 0.01
12.609 -14.56 -0.014424 0.490285 1 -0.01
13.5789 -14 -0.45743 0.443339 1 0.01
14.5488 -14.56 -0.356544 -0.251104 1 -0.01
15.5187 -14 -0.259438 0.0750593 1 0.01
16.4886 -14.56 0.295793 0.00996048 1 -0.01
17.4586 -14 0.341631 0.0706524 1 0.01
18.4285 -14.56 -0.418099 -0.495994 1 -0.01
19.3984 -14 -0.325744 0.373199 1 0.01
20.3683 -14.56 -0.365262 -0.0879154 1 -0.01
21.3382 -14 0.164692 -0.0325384 1 0.01
22.3082 -14.56 -0.0206855 0.299682 1 -0.01
23.2781 -14 0.433141 0.324349 1 0.01
-24.248 -13.44 0.385262 0.213555 1 -0.01
-23.2781 -12.88 0.332865 0.00958288 1 0.01
-22.3082 -13.44 -0.144484 -0.386114 1 -0.01
-21.3382 -12.88 -0.13851 -0.196689 1 0.01
-20.3683 -13.44 0.316571 -0.492896 1 -0.01
-19.3984 -12.88 -0.3722 -0.157122 1 0.01
-18.4285 -13.44 -0.314037 0.215243 1 -0.01
-17.4586 -12.88 0.322453 0.136901 1 0.01
-16.4886 -13.44 -0.166416 0.0351168 1 -0.01
-15.5187 -12.88 -0.425334 0.215964 1 0.01
-14.5488 -13.44 -0.330684 -0.265381 1 -0.01
-13.5789 -12.88 -0.357408 0.247086 1 0.01
-12.609 -13.44 -0.0291142 0.0490169 1 -0.01
-11.639 -12.88 -0.197742 -0.216691 1 0.01
-10.6691 -13.44 0.454296 -0.0207313 1 -0.01
-9.6992 -12.88 0.324326 0.00245083 1 0.01
-8.72928 -13.44 -0.206289 0.0544743 1 -0.01
-7.75936 -12.88 -0.318701 -0.02253 1 0.01
-6.78944 -13.44 -0.110545 0.483053 1 -0.01
-5.81952 -12.88 -0.130056 -0.14349 1 0.01
-4.8496 -13.44 0.340666 -0.17968 1 -0.01
-3.87968 -12.88 0.0701403 0.0257418 1 0.01
-2.90976 -13.44 -0.305095 0.461336 1 -0.01
-1.93984 -12.88 -0.215427 -0.227381 1 0.01
-0.96992 -13.44 0.377142 -0.297924 1 -0.01
0 -12.88 0.475074 0.449458 1 0.01
0.96992 -13.44 -0.0840486 -0.140921 1 -0.01
1.93984 -12.88 -0.214144 -0.218866 1 0.01
2.90976 -13.44 -0.278586 -0.425338 1 -0.01
3.87968 -12.88 -0.046081 -0.423394 1 0.01
4.8496 -13.44 -0.289896 0.440623 1 -0.01
5.81952 -12.88 0.0622484 -0.456562 1 0.01
6.78944 -13.44 0.234253 -0.25202 1 -0.01
7.75936 -12.88 0.147329 0.272337 1 0.01
8.72928 -13.44 0.429229 0.296863 1 -0.01
9.6992 -12.88 -0.127582 0.345549 1 0.01
10.6691 -13.44 -0.427003 -0.468503 1 -0.01
11.639 -12.88 -0.171845 0.210712 1 0.01
12.609 -13.44 -0.405128 -0.209229 1 -0.01
13.5789 -12.88 -0.364404 0.449041 1 0.01
14.5488 -13.44 0.457335 -0.491422 1 -0.01
15.5187 -12.88 0.0754032 0.26645 1 0.01
16.4886 -13.44 -0.134493 0.210093 1 -0.01
17.4586 -12.88 0.490926 0.239762 1 0.01
18.4285 -13.44 -0.0692561 0.223092 1 -0.01
19.3984 -12.88 -0.183031 0.215088 1 0.01
20.3683 -13.44 0.174028 0.0216322 1 -0.01
21.3382 -12.88 -0.283705 -0.335762 1 0.01
22.3082 -13.44 0.276143 0.148155 1 -0.01
23.2781 -12.88 -0.463269 0.340609 1 0.01
-24.248 -12.32 0.392112 0.350912 1 -0.01
-23.2781 -11.76 -0.34123 0.336796 1 0.01
-22.3082 -12.32 -0.425229 0.431375 1 -0.01
-21.3382 -11.76 -0.313545 -0.145725 1 0.01
-20.3683 -12.32 0.11215 -0.404793 1 -0.01
-19.3984 -11.76 -0.340343 -0.445368 1 0.01
-18.4285 -12.32 -0.318667 0.3406 1 -0.01
-17.4586 -11.76 -0.471313 0.213868 1 0.01
-16.4886 -12.32 0.275833 0.156018 1 -0.01
-15.5187 -11.76 -0.280046 -0.069668 1 0.01
-14.5488 -12.32 0.458059 0.297018 1 -0.01
-13.5789 -11.76 -0.495784 -0.248278 1 0.01
-12.609 -12.32 -0.000867212 0.243755 1 -0.01
-11.639 -11.76 -0.152645 -0.442608 1 0.01
-10.6691 -12.32 0.224386 -0.135017 1 -0.01
-9.6992 -11.76 -0.34931 -0.454688 1 0.01
-8.72928 -12.32 0.108536 -0.455536 1 -0.01
-7.75936 -11.76 -0.172275 -0.148379 1 0.01
-6.78944 -12.32 0.075232 0.102722 1 -0.01
-5.81952 -11.76 0.121884 -0.281685 1 0.01
-4.8496 -12.32 0.194908 -0.374786 1 -0.01
-3.87968 -11.76 0.274308 -0.162635 1 0.01
-2.90976 -12.32 -0.0400344 -0.15364 1 -0.01
-1.93984 -11.76 0.294167 -0.301853 1 0.01
-0.96992 -12.32 -0.470429 0.241689 1 -0.01
0 -11.76 0.257672 -0.167199 1 0.01
0.96992 -12.32 -0.383209 0.134387 1 -0.01
1.93984 -11.76 -0.370015 0.408047 1 0.01
2.90976 -12.32 0.029005 0.473352 1 -0.01
3.87968 -11.76 -0.458062 0.255622 1 0.01
4.8496 -12.32 -0.379869 0.355102 1 -0.01
5.81952 -11.76 -0.167161 -0.0921924 1 0.01
6.78944 -12.32 0.16419 0.327864 1 -0.01
7.75936 -11.76 0.22563 0.173859 1 0.01
8.72928 -12.32 0.254234 -0.382847 1 -0.01
9.6992 -11.76 0.351157 -0.219135 1 0.01
10.6691 -12.32 0.47658 -0.0553074 1 -0.01
11.639 -11.76 -0.323362 -0.263658 1 0.01
12.609 -12.32 -0.186768 0.0974324 1 -0.01
13.5789 -11.76 -0.454916 -0.0722304 1 0.01
14.5488 -12.32 0.25662 0.421086 1 -0.01
15.5187 -11.76 0.349954 -0.247156 1 0.01
16.4886 -12.32 0.0636243 0.396096 1 -0.01
17.4586 -11.76 0.0727382 -0.437128 1 0.01
18.4285 -12.32 -0.163168 0.332201 1 -0.01
19.3984 -11.76 0.174015 -0.306582 1 0.01
20.3683 -12.32 -0.0870514 -0.323562 1 -0.01
21.3382 -11.76 -0.218497 -0.313087 1 0.01
